chapter,verse,text,meaning
18,11,"18.11 Verily, it is not possible for an embodied being to abandon actions entirely; but he who relinishes the rewards of actions is verily called a man of renunciation.","Someone doing action can't truly stop, but one who renounces the rewards of action is called a man of renunciation."
18,12,"18.12 The threefold fruit of action (evil, good and mixed) accrues after death to the non-abandoners, but never to the abandoners.","Non-abandoners get three outcomes after death (evil, good, or mixed), but not those who renounce."
18,13,"18.13 Learn from Me, O mighty-armed Arjuna, these five causes as declared in the Sankhya system for the accomplishment of all actions.","Arjuna, learn these five Sankhya causes for all actions from Me."
18,14,"18.14 The seat (body), the doer, the various senses, the different functions of various sorts, and the presiding deity, also, the fifth.","The five causes include the body, doer, senses, functions, and presiding deity."
18,15,"18.15 Whatever action a man performs with his body, speech and mind  whether right or the reverse  these five are its causes.","Any action has these five causes (body, speech, mind, right, wrong) behind it."
18,16,"18.16 Now, such being the case, verily he who  owing to untrained understanding  looks upon his Self, which is isolated, as the agent, he of perverted intelligence, sees not.",
18,17,"18.17 He who is free from the egoistic notion, whose intelligence is not tainted (by good or evil), 
though he slays these people, he slayeth not, nor is he bound (by the action).",
18,18,"18.18 Knowledge, the knowable and the knower form the threefold impulse to action; the organ, the action and the agent form the threefold basis of action.",
18,19,"18.19 Knowledge, action and actor are declared in the science of the Gunas (Sankhya philosophy) to be of three kinds only, according to the distinction of the Gunas. Of these also, hear duly.",
18,20,"18.20 That by which one sees the one indestructible Reality in all beings, not separate in all the separate beings  know thou that knowledge to be Sattvic.",
18,21,18.21 But that knowledge which sees in all beings various entities of distinct kinds as different from one another  know thou that knowledge to be Rajasic.,Knowledge that sees differences between beings is Rajasic.
18,22,"18.22 But that which clings to one single effect as if it were the whole, without reason, without foundation in Truth, and trivial  that is declared to be Tamasic.","Knowledge that clings to only one truth, without reason, is Tamasic."
18,23,"18.23 An action which is ordained, which is free from attachment, and which is done without love or hatred by one who is not desirous of any reward  that action is declared to be Sattvic.","Action done without attachment, love, or hate, and reward is Sattvic."
18,24,18.24 But that action which is done by one longing for the fulfilment of desires or gain with egoism or with much effort  that is declared to be Rajasic (passionate).,"Action done with desire, egoism, and effort is Rajasic."
18,25,"18.25 That action which is undertaken from delusion, without a regard for the conseences, loss, injury and (one's own) ability  that is declared to be Tamasic (dark).",Action done from delusion and without consequences is Tamasic.
18,26,"18.26 An agent who is free from attachment, non-egoistic, endowed with firmness and enthusiasm, and unaffected by success or failure, is called Sattvic (pure).",A calm and non-attached individual is considered pure.
18,27,"18.27 Passionate, desiring to obtain the reward of actions, greedy, cruel, impure, moved by joy and sorrow, such an agent is said to be Rajasic (passionate).",A passionate and reward-oriented person is considered passionate.
18,28,"18.28 Unsteady, vulgar, unbending, cheating, malicious, lazy, desponding and procrastinating  such an agent is called Tamasic.",
18,29,"18.29 Hear thou the threefold division of intellect and firmness according to the Gunas, as I declare them fully and distinctly, O Arjuna.",
18,30,"18.30 The intellect which knows the path of work and renunciation, what ought to be done and what ought not to be done, fear and fearlessness, bondage and liberation  that intellect is Sattvic (pure), O Arjuna.",
18,31,"18.31 That, by which one wrongly understands Dharma and Adharma and also what ought to be done and what ought not to be done  that intellect, O Arjuna, is Rajasic (passionate).",A passionate intellect misinterprets right and wrong.
18,32,"18.32 That, which, enveloped in darkness, sees Adharma as Dharma and all things perverted  that intellect, O Arjuna, is Tamasic (dark).",A dark intellect sees evil as good and things go wrong.
18,33,"18.33 The unwavering firmness by which, through Yoga, the functions of the mind, the life-force and the senses are restrained  that firmness, O Arjuna, is Sattvic (pure).","A pure intellect controls the mind, senses, and emotions."
18,34,"18.34 But that, O Arjuna, by which, on account of attachment and desire for reward, one holds fast to Dharma (duty), enjoyment of pleasures and earning of wealth  that firmness, O Arjuna, is Rajasic (passionate).",A passionate intellect does duty for personal gain.
18,35,"18.35 That, by which a stupid man does not abandon sleep, fear, grief, despair and also conceit  that firmness, O Arjuna, is Tamasic.",A dark intellect is weak against fears and negative emotions.
18,36,"18.36 And now hear from Me, O Arjuna, of the threefold pleasure, in which one rejoices by practice and surely comes to the end of pain.","One achieves happiness through practice, leading to the end of pain."
18,37,"18.37 That which is like poison at first but in the end like nectar  that happiness is declared to be Sattvic, born of the purity of one's own mind due to Self-realisation.","Self-realisation yields happiness like nectar, initially bitter."
18,38,"18.38 That happiness which arises from the contact of the sense-organs with the objects, which is at first like nectar, and in the end like poison  that is declared to be Rajasic.","Pleasure from senses can turn to pain, making it Rajasic."
18,39,"18.39 That happiness which at first as well as in the seel deludes the self, and which arises from sleep, indolence and heedlessness  that is declared to be Tamasic.","Tamasic is deceptive happiness from sleep, indolence, or being careless."
18,40,"18.40 There is no being on earth or again in heaven among the gods, that is liberated from the three alities born of Nature.","No one is immune to the three types of natural tendencies: Sattvic, Rajasic, and Tamasic."
18,41,"18.41 Of Brahmanas, Kshatriyas and Vaisyas, as also of Sudras, O Arjuna, the duties are distributed according to the alities born of their own nature.",Jobs are divided among people based on their social classes.
18,42,"18.42 Serenity, self-restraint, austerity, purity, forgiveness and also uprightness, knowledge, realisation and belief in God are the duties of the Brahmanas, born of (their own) nature.","Brahmins should lead peaceful lives, practice self-control, be pure, forgive, and follow their faith."
18,43,"18.43 Prowess, splendour, firmness, dexterity and also not fleeing from battle, generosity and lordliness are the duties of the Kshatriyas, born of (their own) nature.","Kshatriyas should be brave, generous, and strong leaders in battle."
18,44,"18.44 Agriculture, cattle-rearing and trade are the duties of the Vaisya (merchant), born of (their own) nature; and action consisting of service is the duty of the Sudra (servant-class), born of (their own) nature.","Vaisyas should work in agriculture, trade, or animal husbandry, while Sudras should serve."
18,45,"18.45 Each man devoted to his own duty attains perfection. How he attains perfection while being engaged in his own duty, hear now.",Dedication to one's job leads to perfection.
18,46,"18.46 He from Whom all the beings have evolved and by Whom all this is pervaded  worshipping Him with his own duty, man attains perfection.",Doing your own duty to the highest potential leads to perfection.
18,47,"18.47 Better is one's own duty (though) destitute of merits, than the duty of another well performed. He who does the duty ordained by his own nature incurs no sin.",It's better to do your assigned duty imperfectly than someone else's perfectly.
18,48,"18.48 One should not abandon, O Arjuna, the duty to which one is born, though faulty; for, all undertakings are enveloped by evil, as fire by smoke.","Don't abandon your born duty, as all tasks are tainted with flaws."
18,49,"18.49 He whose intellect is unattached everywhere, who has subdued his self, from whom desire has fled,  he by renunciation, attains the supreme state of freedom from action.",Detached from desires and self-controlled individuals achieve freedom from action.
18,50,"18.50 Learn from Me in brief, O Arjuna, how he who has attained perfection reaches Brahman (the Eternal), that supreme state of knowledge.",The perfected soul reaches a state of eternal knowledge and understanding.
18,51,"18.51 Endowed with a pure intellect, controlling the self by firmness, relinishing sound and other objects and abandoning attraction and hatred.",Someone who controls their emotions and focuses on inner peace is more likely to achieve their goals.
18,52,"18.52 Dwelling in solitude, eating but little, with speech, body and mind subdued, always engaged in meditation and concentration, resorting to dispassion.","A person who lives a simple life, eats little, and stays calm is better suited for spiritual growth."
18,53,"18.53 Having abandoned egoism, strength, arrogance, desire, anger and covetousness, and free from the notion of 'mine' and peaceful,  he is fit for becoming Brahman.","A person free from ego, desires, and negative emotions is ready to attain inner peace and become one with the universe."
18,54,"18.54 Becoming Brahman, serene in the Self, he neither grieves nor desires, the same to all beings, he obtains supreme devotion to Me.","Once you become one with the universe, you will no longer experience negative emotions or desires."
18,55,"18.55 By devotion he knows Me in truth, what and who I am; then having known Me in truth, he forthwith enters into the Supreme.","Through devotion and understanding, you can know the truth about the supreme being and become one with it."
18,56,"18.56 Doing all actions always having taken refuge in Me, by My grace he obtains the eternal indestructible state of being.",Taking refuge in one higher being makes all actions meaningful and eternal.
18,57,"18.57 Mentally renouncing all actions in Me, having Me as the highest goal, resorting to the Yoga of discrimination do thou ever fix thy mind on Me.",Focus on the highest goal to find a mental state of surrender.
18,58,"18.58 Fixing thy mind on Me, thou shalt by My grace overcome all obstacles; but if from egoism thou wilt not hear Me, thou shalt perish.",Fixing your mind on one higher being will overcome all obstacles with their help.
18,59,"18.59 If, filled with egoism, thou thinkest: ""I will not fight"", vain is this, thy resolve; Nature will compel thee.",Egoistic reluctance will not exempt you from your predestined duties.
18,60,"18.60 O Arjuna, bound by thy own Karma (action) born of thy own nature, that which from delusion thou wishest not to do, even that thou shalt do helplessly.",Your nature and the result of your actions will ultimately dictate your actions.
18,61,"18.61 The Lord dwells in the hearts of all beings, O Arjuna, causing all beings, by His illusive power, to revolve as if mounted on a machine.",
18,62,"18.62 Fly unto Him for refuge with all thy being, O Arjuna; by His grace thou shalt obtain supreme peace (and) the eternal abode.",
18,63,"18.63 Thus has wisdom, more secret than secrecy itself, been declared unto thee by Me; having reflected over it fully, then act as thou wishest.",
18,64,"18.64 Hear thou again My supreme word, most secret of all; because thou art dearly beloved of Me, I will tell thee what is good.",
18,65,"18.65 Fix thy mind on Me, by devoted to Me, sacrifice to Me, bow down to Me. Thou shalt come even to Me; truly do I promise unto thee, (for) thou art dear to Me.",
18,66,"18.66 Abandoning all duties, take refuge in Me alone: I will liberate thee from all sins; grieve not.","Give up all responsibilities and devote yourself to me, and I will forgive all your sins."
18,67,"18.67 This is never to be spoken by thee to one who is devoid of austerities or devotion, nor to one who does not render service or who does not desire to listen, nor to one who cavils at Me.",Don't share this secret with anyone who isn't spiritually dedicated or willing to learn.
18,68,"18.68 He who with supreme devotion to Me will teach this supreme secret to My devotees, shall doubtlessly come to Me.",Teaching this knowledge to my followers will earn you a place by my side.
18,69,"18.69 Nor is there any among men who does dearer service to Me, nor shall there be another on earth dearer to Me than he.",No one will do more for me than this devoted person.
18,70,"18.70 And he who will study this sacred dialogue of ours, by him I shall have been worshipped by the sacrifice of wisdom,  such is My conviction.",Studying this conversation will be a meaningful sacrifice to me.
18,71,"18.71 Also the man who hears this, full of faith and free from malice, he, too, liberated, shall attain to the happy worlds of those of righteous deeds.",Someone who hears and believes is also free.
18,72,"18.72 Has this been heard, O Arjuna, with one-pointed mind? Has the delusion of thy ignorance been destroyed, O Dhananjaya?","Arjuna, have you listened with a focused mind."
18,73,"18.73 Arjuna said  Destroyed is my delusion as I have gained my knowledge (memory) through Thy grace, O Krishna. I remain freed from doubts. I will act according to Thy word.","I believe in Krishna's word, all doubts are gone."
18,74,"18.74 Sanjaya said  Thus I have heard this wonderful dialogue between Krishna and the high-souled Arjuna, which causes the hair to stand on end.",I listened to their powerful dialogue.
18,75,"18.75 Through the grace of Vyasa I have heard this supreme and most secret Yoga direct from Krishna, the Lord of Yoga, Himself declaring it.",I heard the hidden yoga from Krishna.
18,76,"18.76 O King, remembering this wonderful and holy dialogue between Krishna and Arjuna, I rejoice again and again.",I rejoice in the memory of Krishna and Arjuna's sacred conversation.
18,77,"18.77 And, remembering again and again, also that most wonderful form of Hari, great is my wonder, O King; and I rejoice again and again.",I'm in awe of Krishna's divine form and rejoice in remembering it.
18,78,"18.78 Wherever is Krishna, the Lord of Yoga; wherever is Arjuna, the wielder of the bow; there are prosperity, victory, happiness and firm policy; such is my conviction.","Where Krishna and Arjuna are, there's prosperity, victory, happiness, and stability."
